b,C_main,C_treat_HT,C_treat_HTCT,C_cont_recept,C_mki67,C_imm_sig,C_imm_cyt,C_imm_pdl1,C_mki67_imm,C_cox6
82,0.6500726099233561,0.6428640580879387,0.6449334409035902,0.6589592577652279,0.6672367890278338,0.6577974989915288,0.6586284792254942,0.6504154901169826,0.6746349334409036,0.6361557079467527
83,0.6582873620862588,0.6493190509027081,0.6501614217652959,0.6595803034102307,0.6726037487462387,0.6588123746238717,0.6646580366098295,0.6581854939819458,0.6708876629889668,0.6570727808425276
84,0.6933770103061442,0.6930311920469401,0.6954253184568145,0.692480162952604,0.7035159456419299,0.6844161371720426,0.6877451129419634,0.6934454139178549,0.6952391086249354,0.6968883957072933
85,0.6497298676615515,0.6505745811628889,0.6493691046036886,0.6510629311558497,0.6614458679431227,0.6505349852175137,0.6504733915247078,0.6511861185414614,0.6655374489652259,0.6673280656060819
86,0.6524323683965577,0.6463736598492092,0.6499826531389357,0.6535874154869391,0.6628701016272202,0.6546282271507993,0.6557028863484434,0.6527327652588913,0.6655609805630537,0.6563417585486178
87,0.6467386807284654,0.644512062104606,0.6475097226505788,0.6489088816507067,0.6551449182695562,0.6496912071131438,0.6508947847476624,0.6471035151989288,0.6598689604850417,0.6563221676433197
88,0.6217317545160823,0.6153806808010025,0.617780448922875,0.6247325302848179,0.6398046085777858,0.6274178836005899,0.6267103143142119,0.6230190191214205,0.6431463815929687,0.6394465614690161
89,0.6474004199697231,0.6351390946234109,0.6353914020152036,0.6466068725277945,0.6624940992626113,0.6550957954194,0.6571061156056192,0.6463464261878795,0.6666775185974965,0.6465051356762652
90,0.6569169123872362,0.6541032902227543,0.6536580737453653,0.6548915423466558,0.6738533851049543,0.6652191048959215,0.6669123872361545,0.6578985782267247,0.6808308761276385,0.6615807374536536
91,0.6679600840859804,0.6681221074672007,0.6674241605942519,0.6621106245793624,0.6695304645501151,0.6748647727933662,0.6741418992463836,0.6677274351283309,0.6767592000199414,0.677324204631376
